,Shloka,Info1
51,bg/2/13/,"['(sanātana) and are called kṣara; that is, they have a tendency to fall down into material nature. These fragmental portions are eternally so, and even after liberation the individual soul remains the same – fragmental. But once liberated, he lives an eternal life in bliss and knowledge with the Personality of Godhead. The theory of reflection can be applied to the Supersoul, who is present in each and every individual body and is known as the Paramātmā. He is different from the individual living entity. When the sky is reflected in water, the reflections represent both the sun and the moon and the stars also. The stars can be compared to the living entities and the sun or the moon to the Supreme Lord. The individual fragmental spirit soul is represented by Arjuna, and the Supreme Soul is the Personality of Godhead Śrī Kṛṣṇa. They are not on the same level, as it will be apparent in the beginning of the Fourth Chapter. If Arjuna is on the same level with Kṛṣṇa, and Kṛṣṇa is not superior to Arjuna, then their relationship of instructor and instructed becomes meaningless. If both of them are deluded by the illusory energy (māyā)']"
52,bg/2/14/,"['(January-February). It is very cold at that time, but in spite of that a man who abides by the religious principles does not hesitate to take his bath. Similarly, a woman does not hesitate to cook in the kitchen in the months of May and June, the hottest part of the summer season. One has to execute his duty in spite of climatic inconveniences. Similarly, to fight is the religious principle of the kṣatriyas, and although one has to fight with some friend or relative, one should not deviate from his prescribed duty. One has to follow the prescribed rules and regulations of religious principles in order to rise up to the platform of knowledge, because by knowledge and devotion only can one liberate himself from the clutches of māyā (illusion)']"
53,bg/2/15/,['(sannyāsa)']
54,bg/2/16/,['(2.12.38) it is stated that Viṣṇu and His abodes all have self-illuminated spiritual existence (jyotīṁṣi viṣṇur bhuvanāni viṣṇuḥ)']
55,bg/2/17/,"['(5.9) confirms this:, “When the upper point of a hair is divided into one hundred parts and again each of such parts is further divided into one hundred parts, each such part is the measurement of the dimension of the spirit soul.” Similarly the same version is stated:, “There are innumerable particles of spiritual atoms, which are measured as one ten-thousandth of the upper portion of the hair.”, Therefore, the individual particle of spirit soul is a spiritual atom smaller than the material atoms, and such atoms are innumerable. This very small spiritual spark is the basic principle of the material body, and the influence of such a spiritual spark is spread all over the body as the influence of the active principle of some medicine spreads throughout the body. This current of the spirit soul is felt all over the body as consciousness, and that is the proof of the presence of the soul. Any layman can understand that the material body minus consciousness is a dead body, and this consciousness cannot be revived in the body by any means of material administration. Therefore, consciousness is not due to any amount of material combination, but to the spirit soul. In the Muṇḍaka Upaniṣad (3.1.9) the measurement of the atomic spirit soul is further explained:, “The soul is atomic in size and can be perceived by perfect intelligence. This atomic soul is floating in the five kinds of air (prāṇa, apāna, vyāna, samāna and udāna)']"
56,bg/2/18/,['None']
57,bg/2/19/,['None']
58,bg/2/20/,"['(1.2.18) we also find a similar passage, which reads:, The meaning and purport of this verse is the same as in the Bhagavad-gītā, but here in this verse there is one special word, vipaścit, which means learned or with knowledge., The soul is full of knowledge, or full always with consciousness. Therefore, consciousness is the symptom of the soul. Even if one does not find the soul within the heart, where he is situated, one can still understand the presence of the soul simply by the presence of consciousness. Sometimes we do not find the sun in the sky owing to clouds, or for some other reason, but the light of the sun is always there, and we are convinced that it is therefore daytime. As soon as there is a little light in the sky early in the morning, we can understand that the sun is in the sky. Similarly, since there is some consciousness in all bodies – whether man or animal – we can understand the presence of the soul. This consciousness of the soul is, however, different from the consciousness of the Supreme because the supreme consciousness is all-knowledge – past, present and future. The consciousness of the individual soul is prone to be forgetful. When he is forgetful of his real nature, he obtains education and enlightenment from the superior lessons of Kṛṣṇa. But Kṛṣṇa is not like the forgetful soul. If so, Kṛṣṇa’s teachings of Bhagavad-gītā would be useless., There are two kinds of souls – namely the minute particle soul (aṇu-ātmā) and the Supersoul (vibhu-ātmā). This is also confirmed in the Kaṭha Upaniṣad (1.2.20) in this way:, “Both the Supersoul [Paramātmā] and the atomic soul [\u2009jīvātmā] are situated on the same tree of the body within the same heart of the living being, and only one who has become free from all material desires as well as lamentations can, by the grace of the Supreme, understand the glories of the soul.” Kṛṣṇa is the fountainhead of the Supersoul also, as it will be disclosed in the following chapters, and Arjuna is the atomic soul, forgetful of his real nature; therefore he requires to be enlightened by Kṛṣṇa, or by His bona fide representative (the spiritual master)']"
59,bg/2/21/,['None']
60,bg/2/22/,"['(2.13)., Transference of the atomic individual soul to another body is made possible by the grace of the Supersoul. The Supersoul fulfills the desire of the atomic soul as one friend fulfills the desire of another. The Vedas, like the Muṇḍaka Upaniṣad, as well as the Śvetāśvatara Upaniṣad, compare the soul and the Supersoul to two friendly birds sitting on the same tree. One of the birds (the individual atomic soul) is eating the fruit of the tree, and the other bird (Kṛṣṇa) is simply watching His friend. Of these two birds – although they are the same in quality – one is captivated by the fruits of the material tree, while the other is simply witnessing the activities of His friend. Kṛṣṇa is the witnessing bird, and Arjuna is the eating bird. Although they are friends, one is still the master and the other is the servant. Forgetfulness of this relationship by the atomic soul is the cause of one’s changing his position from one tree to another, or from one body to another. The jīva soul is struggling very hard on the tree of the material body, but as soon as he agrees to accept the other bird as the supreme spiritual master – as Arjuna agreed to do by voluntary surrender unto Kṛṣṇa for instruction – the subordinate bird immediately becomes free from all lamentations. Both the Muṇḍaka Upaniṣad (3.1.2) and Śvetāśvatara Upaniṣad (4.7)']"
61,bg/2/23/,['(sanātana)']
62,bg/2/24/,['(“all-pervading”)']
63,bg/2/25/,['None']
64,bg/2/26/,['None']
65,bg/2/27/,['None']
66,bg/2/28/,['(antavanta ime dehāḥ) but that the soul is eternal (nityasyoktāḥ śarīriṇaḥ)']
67,bg/2/29/,['(1.2.7)']
68,bg/2/30/,['None']
69,bg/2/31/,['(trāyate – to give protection)']
70,bg/2/32/,['None']
71,bg/2/33/,['None']
72,bg/2/34/,['None']
73,bg/2/35/,['None']
74,bg/2/36/,['None']
75,bg/2/37/,['None']
76,bg/2/38/,['(Bhāg. 11.5.41)']
77,bg/2/39/,['(sāṅkhya-yogau pṛthag bālāḥ pravadanti na paṇḍitāḥ)']
78,bg/2/40/,['(1.5.17)']
79,bg/2/41/,['(Madhya 22.62)']
80,bg/2/42-43/,['None']
81,bg/2/44/,['None']
82,bg/2/45/,['None']
83,bg/2/46/,"['(15.15): the purpose of studying the Vedas is to know Lord Kṛṣṇa, the primeval cause of everything. So, self-realization means understanding Kṛṣṇa and one’s eternal relationship with Him. The relationship of the living entities with Kṛṣṇa is also mentioned in the Fifteenth Chapter of Bhagavad-gītā (15.7). The living entities are parts and parcels of Kṛṣṇa; therefore, revival of Kṛṣṇa consciousness by the individual living entity is the highest perfectional stage of Vedic knowledge. This is confirmed in the Śrīmad-Bhāgavatam (3.33.7)']"
84,bg/2/47/,['None']
85,bg/2/48/,['None']
86,bg/2/49/,['None']
87,bg/2/50/,['None']
88,bg/2/51/,['(10.14.58)']
89,bg/2/52/,['None']
90,bg/2/53/,['None']
91,bg/2/54/,['None']
92,bg/2/55/,['None']
93,bg/2/56/,"['(Mahābhārata, Vana-parva 313.117). But a sthita-dhīr muni, as mentioned herein by the Lord, is different from an ordinary muni. The sthita-dhīr muni is always in Kṛṣṇa consciousness, for he has exhausted all his business of creative speculation. He is called praśānta-niḥśeṣa-mano-rathāntara (Stotra-ratna 43), or one who has surpassed the stage of mental speculations and has come to the conclusion that Lord Śrī Kṛṣṇa, or Vāsudeva, is everything (vāsudevaḥ sarvam iti sa mahātmā su-durlabhaḥ)']"
94,bg/2/57/,['None']
95,bg/2/58/,['None']
96,bg/2/59/,['None']
97,bg/2/60/,['(sa vai manaḥ kṛṣṇa-padāravindayor vacāṁsi vaikuṇṭha-guṇānuvarṇane)']
98,bg/2/61/,['(9.4.18–20)']
99,bg/2/62/,['None']
100,bg/2/63/,['None']
101,bg/2/64/,['None']
102,bg/2/65/,['None']
103,bg/2/66/,['(5.29)']
104,bg/2/67/,['None']
105,bg/2/68/,['None']
106,bg/2/69/,['None']
107,bg/2/70/,['None']
108,bg/2/71/,['(īśāvāsyam idaṁ sarvam)']
109,bg/2/72/,['(sa guṇān samatītyaitān brahma-bhūyāya kalpate)']
110,bg/3/1/,['None']
111,bg/3/2/,['None']
112,bg/3/3/,"['(or more specifically, on Kṛṣṇa)']"
113,bg/3/4/,"['(sannyāsa). According to the empirical philosophers, simply by adopting sannyāsa, or retiring from fruitive activities, one at once becomes as good as Nārāyaṇa. But Lord Kṛṣṇa does not approve this principle. Without purification of heart, sannyāsa is simply a disturbance to the social order. On the other hand, if someone takes to the transcendental service of the Lord, even without discharging his prescribed duties, whatever he may be able to advance in the cause is accepted by the Lord (buddhi-yoga)']"
114,bg/3/5/,['(1.5.17)']
115,bg/3/6/,['None']
116,bg/3/7/,['None']
117,bg/3/8/,['None']
118,bg/3/9/,"['(Viṣṇu Purāṇa 3.8.8)., Therefore one has to work for the satisfaction of Viṣṇu. Any other work done in this material world will be a cause of bondage, for both good and evil work have their reactions, and any reaction binds the performer. Therefore, one has to work in Kṛṣṇa consciousness to satisfy Kṛṣṇa (or Viṣṇu); and while performing such activities one is in a liberated stage. This is the great art of doing work, and in the beginning this process requires very expert guidance. One should therefore act very diligently, under the expert guidance of a devotee of Lord Kṛṣṇa, or under the direct instruction of Lord Kṛṣṇa Himself (under whom Arjuna had the opportunity to work)']"
119,bg/3/10/,"['(Viṣṇu) is a chance offered to the conditioned souls to come back home – back to Godhead. All living entities within the material creation are conditioned by material nature because of their forgetfulness of their relationship to Viṣṇu, or Kṛṣṇa, the Supreme Personality of Godhead. The Vedic principles are to help us understand this eternal relation, as it is stated in the Bhagavad-gītā: vedaiś ca sarvair aham eva vedyaḥ. The Lord says that the purpose of the Vedas is to understand Him. In the Vedic hymns it is said: patiṁ viśvasyātmeśvaram. Therefore, the Lord of the living entities is the Supreme Personality of Godhead, Viṣṇu. In the Śrīmad-Bhāgavatam also (2.4.20) Śrīla Śukadeva Gosvāmī describes the Lord as pati in so many ways:, The prajā-pati is Lord Viṣṇu, and He is the Lord of all living creatures, all worlds, and all beauties, and the protector of everyone. The Lord created this material world to enable the conditioned souls to learn how to perform yajñas (sacrifices) for the satisfaction of Viṣṇu, so that while in the material world they can live very comfortably without anxiety, and after finishing the present material body they can enter into the kingdom of God. That is the whole program for the conditioned soul. By performance of yajña, the conditioned souls gradually become Kṛṣṇa conscious and become godly in all respects. In the Age of Kali, the saṅkīrtana-yajña (the chanting of the names of God) is recommended by the Vedic scriptures, and this transcendental system was introduced by Lord Caitanya for the deliverance of all men in this age. Saṅkīrtana-yajña and Kṛṣṇa consciousness go well together. Lord Kṛṣṇa in His devotional form (as Lord Caitanya) is mentioned in the Śrīmad-Bhāgavatam (11.5.32) as follows, with special reference to the saṅkīrtana-yajña:, “In this Age of Kali, people who are endowed with sufficient intelligence will worship the Lord, who is accompanied by His associates, by performance of saṅkīrtana-yajña.” Other yajñas prescribed in the Vedic literatures are not easy to perform in this Age of Kali, but the saṅkīrtana-yajña is easy and sublime for all purposes, as recommended in Bhagavad-gītā also (9.14)']"
120,bg/3/11/,['None']
121,bg/3/12/,['None']
122,bg/3/13/,"['(5.38): premāñjana-cchurita-bhakti-vilocanena santaḥ sadaiva hṛdayeṣu vilokayanti. The santas, being always in a compact of love with the Supreme Personality of Godhead, Govinda (the giver of all pleasures), or Mukunda (the giver of liberation), or Kṛṣṇa (the all-attractive person)']"
123,bg/3/14/,['(food offered to Viṣṇu)']
124,bg/3/15/,['(Bṛhad-āraṇyaka Upaniṣad 4.5.11)']
125,bg/3/16/,['None']
126,bg/3/17/,['None']
127,bg/3/18/,['None']
128,bg/3/19/,['None']
129,bg/3/20/,['(a subdivision of Bihar province in India)']
130,bg/3/21/,['(scripture)']
131,bg/3/22/,['(Śvetāśvatara Upaniṣad 6.7–8)']
132,bg/3/23/,['None']
133,bg/3/24/,"['(10.33.30–31) affirms:, “One should simply follow the instructions of the Lord and His empowered servants. Their instructions are all good for us, and any intelligent person will perform them as instructed. However, one should guard against trying to imitate their actions. One should not try to drink the ocean of poison in imitation of Lord Śiva.”, We should always consider the position of the īśvaras, or those who can actually control the movements of the sun and moon, as superior. Without such power, one cannot imitate the īśvaras, who are superpowerful. Lord Śiva drank poison to the extent of swallowing an ocean, but if any common man tries to drink even a fragment of such poison, he will be killed. There are many pseudo devotees of Lord Śiva who want to indulge in smoking gañjā (marijuana)']"
134,bg/3/25/,['None']
135,bg/3/26/,['None']
136,bg/3/27/,['None']
137,bg/3/28/,['None']
138,bg/3/29/,['None']
139,bg/3/30/,['None']
140,bg/3/31/,['None']
141,bg/3/32/,['None']
142,bg/3/33/,['(7.14)']
143,bg/3/34/,['None']
144,bg/3/35/,['None']
145,bg/3/36/,['None']
146,bg/3/37/,['None']
147,bg/3/38/,['None']
148,bg/3/39/,['None']
149,bg/3/40/,['(10.84.13)']
150,bg/3/41/,['(2.9.31)']
151,bg/3/42/,['None']
152,bg/3/43/,['None']
153,bg/4/1/,"['(5.52) it is stated:, “Let me worship,” Lord Brahmā said, “the Supreme Personality of Godhead, Govinda [Kṛṣṇa], who is the original person and under whose order the sun, which is the king of all planets, is assuming immense power and heat. The sun represents the eye of the Lord and traverses its orbit in obedience to His order.”, The sun is the king of the planets, and the sun-god (at present of the name Vivasvān) rules the sun planet, which is controlling all other planets by supplying heat and light. He is rotating under the order of Kṛṣṇa, and Lord Kṛṣṇa originally made Vivasvān His first disciple to understand the science of Bhagavad-gītā. The Gītā is not, therefore, a speculative treatise for the insignificant mundane scholar but is a standard book of knowledge coming down from time immemorial., In the Mahābhārata (Śānti-parva 348.51–52) we can trace out the history of the Gītā as follows:, “In the beginning of the millennium known as Tretā-yuga this science of the relationship with the Supreme was delivered by Vivasvān to Manu. Manu, being the father of mankind, gave it to his son Mahārāja Ikṣvāku, the king of this earth planet and forefather of the Raghu dynasty, in which Lord Rāmacandra appeared.” Therefore, Bhagavad-gītā existed in human society from the time of Mahārāja Ikṣvāku., At the present moment we have just passed through five thousand years of the Kali-yuga, which lasts 432,000 years. Before this there was Dvāpara-yuga (800,000 years), and before that there was Tretā-yuga (1,200,000 years)']"
154,bg/4/2/,"['(especially in English), but almost all of them are not according to authorized disciplic succession. There are innumerable interpretations rendered by different mundane scholars, but almost all of them do not accept the Supreme Personality of Godhead, Kṛṣṇa, although they make a good business on the words of Śrī Kṛṣṇa. This spirit is demonic, because demons do not believe in God but simply enjoy the property of the Supreme. Since there is a great need of an edition of the Gītā in English, as it is received by the paramparā (disciplic succession)']"
155,bg/4/3/,['None']
156,bg/4/4/,['None']
157,bg/4/5/,"['(5.33) we have information of many, many incarnations of the Lord. It is stated there:, “I worship the Supreme Personality of Godhead, Govinda [Kṛṣṇa], who is the original person – absolute, infallible, without beginning. Although expanded into unlimited forms, He is still the same original, the oldest, and the person always appearing as a fresh youth. Such eternal, blissful, all-knowing forms of the Lord are usually not understood by even the best Vedic scholars, but they are always manifest to pure, unalloyed devotees.”, It is also stated in Brahma-saṁhitā (5.39):, “I worship the Supreme Personality of Godhead, Govinda [Kṛṣṇa], who is always situated in various incarnations such as Rāma, Nṛsiṁha and many subincarnations as well, but who is the original Personality of Godhead known as Kṛṣṇa, and who incarnates personally also.”, In the Vedas also it is said that the Lord, although one without a second, manifests Himself in innumerable forms. He is like the vaidūrya stone, which changes color yet still remains one. All those multiforms are understood by the pure, unalloyed devotees, but not by a simple study of the Vedas (vedeṣu durlabham adurlabham ātma-bhaktau). Devotees like Arjuna are constant companions of the Lord, and whenever the Lord incarnates, the associate devotees also incarnate in order to serve the Lord in different capacities. Arjuna is one of these devotees, and in this verse it is understood that some millions of years ago when Lord Kṛṣṇa spoke the Bhagavad-gītā to the sun-god Vivasvān, Arjuna, in a different capacity, was also present. But the difference between the Lord and Arjuna is that the Lord remembered the incident whereas Arjuna could not remember. That is the difference between the part-and-parcel living entity and the Supreme Lord. Although Arjuna is addressed herein as the mighty hero who could subdue the enemies, he is unable to recall what had happened in his various past births. Therefore, a living entity, however great he may be in the material estimation, can never equal the Supreme Lord. Anyone who is a constant companion of the Lord is certainly a liberated person, but he cannot be equal to the Lord. The Lord is described in the Brahma-saṁhitā as infallible (acyuta)']"
158,bg/4/6/,['None']
159,bg/4/7/,['(dharmaṁ tu sākṣād bhagavat-praṇītam)']
160,bg/4/8/,"['(holy man) is a man in Kṛṣṇa consciousness. A person may appear to be irreligious, but if he has the qualifications of Kṛṣṇa consciousness wholly and fully, he is to be understood to be a sādhu. And duṣkṛtām applies to those who do not care for Kṛṣṇa consciousness. Such miscreants, or duṣkṛtām, are described as foolish and the lowest of mankind, even though they may be decorated with mundane education, whereas a person who is one hundred percent engaged in Kṛṣṇa consciousness is accepted as a sādhu, even though such a person may be neither learned nor well cultured. As far as the atheistic are concerned, it is not necessary for the Supreme Lord to appear as He is to destroy them, as He did with the demons Rāvaṇa and Kaṁsa. The Lord has many agents who are quite competent to vanquish demons. But the Lord especially descends to appease His unalloyed devotees, who are always harassed by the demoniac. The demon harasses the devotee, even though the latter may happen to be his kin. Although Prahlāda Mahārāja was the son of Hiraṇyakaśipu, he was nonetheless persecuted by his father; although Devakī, the mother of Kṛṣṇa, was the sister of Kaṁsa, she and her husband Vasudeva were persecuted only because Kṛṣṇa was to be born of them. So Lord Kṛṣṇa appeared primarily to deliver Devakī rather than kill Kaṁsa, but both were performed simultaneously. Therefore it is said here that to deliver the devotee and vanquish the demon miscreants, the Lord appears in different incarnations., In the Caitanya-caritāmṛta of Kṛṣṇadāsa Kavirāja, the following verses (Madhya 20.263–264) summarize these principles of incarnation:, “The avatāra, or incarnation of Godhead, descends from the kingdom of God for material manifestation. And the particular form of the Personality of Godhead who so descends is called an incarnation, or avatāra. Such incarnations are situated in the spiritual world, the kingdom of God. When they descend to the material creation, they assume the name avatāra.”, There are various kinds of avatāras, such as puruṣāvatāras, guṇāvatāras, līlāvatāras, śakty-āveśa avatāras, manvantara-avatāras and yugāvatāras – all appearing on schedule all over the universe. But Lord Kṛṣṇa is the primeval Lord, the fountainhead of all avatāras. Lord Śrī Kṛṣṇa descends for the specific purpose of mitigating the anxieties of the pure devotees, who are very anxious to see Him in His original Vṛndāvana pastimes. Therefore, the prime purpose of the Kṛṣṇa avatāra is to satisfy His unalloyed devotees., The Lord says that He incarnates Himself in every millennium. This indicates that He incarnates also in the Age of Kali. As stated in the Śrīmad-Bhāgavatam, the incarnation in the Age of Kali is Lord Caitanya Mahāprabhu, who spread the worship of Kṛṣṇa by the saṅkīrtana movement (congregational chanting of the holy names)']"
161,bg/4/9/,"['(5.33) it is stated that the Lord has many, many forms and incarnations: advaitam acyutam anādim ananta-rūpam. Although there are many transcendental forms of the Lord, they are still one and the same Supreme Personality of Godhead. One has to understand this fact with conviction, although it is incomprehensible to mundane scholars and empiric philosophers. As stated in the Vedas (Puruṣa-bodhinī Upaniṣad):, “The one Supreme Personality of Godhead is eternally engaged in many, many transcendental forms in relationships with His unalloyed devotees.” This Vedic version is confirmed in this verse of the Gītā personally by the Lord. He who accepts this truth on the strength of the authority of the Vedas and of the Supreme Personality of Godhead and who does not waste time in philosophical speculations attains the highest perfectional stage of liberation. Simply by accepting this truth on faith, one can, without a doubt, attain liberation. The Vedic version tat tvam asi is actually applied in this case. Anyone who understands Lord Kṛṣṇa to be the Supreme, or who says unto the Lord, “You are the same Supreme Brahman, the Personality of Godhead,” is certainly liberated instantly, and consequently his entrance into the transcendental association of the Lord is guaranteed. In other words, such a faithful devotee of the Lord attains perfection, and this is confirmed by the following Vedic assertion:, “One can attain the perfect stage of liberation from birth and death simply by knowing the Lord, the Supreme Personality of Godhead, and there is no other way to achieve this perfection.” (Śvetāśvatara Upaniṣad 3.8)']"
162,bg/4/10/,['(1.4.15–16)']
163,bg/4/11/,['(2.3.10)']
164,bg/4/12/,"['(nityānām) with different grades of material power. They cannot be equal to the Supreme God – Nārāyaṇa, Viṣṇu, or Kṛṣṇa. Anyone who thinks that God and the demigods are on the same level is called an atheist, or pāṣaṇḍī. Even the great demigods like Brahmā and Śiva cannot be compared to the Supreme Lord. In fact, the Lord is worshiped by demigods such as Brahmā and Śiva (śiva-viriñci-nutam). Yet curiously enough there are many human leaders who are worshiped by foolish men under the misunderstanding of anthropomorphism or zoomorphism. Iha devatāḥ denotes a powerful man or demigod of this material world. But Nārāyaṇa, Viṣṇu, or Kṛṣṇa, the Supreme Personality of Godhead, does not belong to this world. He is above, or transcendental to, material creation. Even Śrīpāda Śaṅkarācārya, the leader of the impersonalists, maintains that Nārāyaṇa, or Kṛṣṇa, is beyond this material creation. However, foolish people (hṛta-jñāna)']"
165,bg/4/13/,['None']
166,bg/4/14/,['(2.1.34)']
167,bg/4/15/,['None']
168,bg/4/16/,['(Bhāg. 6.3.19)']
169,bg/4/17/,['None']
170,bg/4/18/,['None']
171,bg/4/19/,['None']
172,bg/4/20/,['None']
173,bg/4/21/,['None']
174,bg/4/22/,['None']
175,bg/4/23/,['None']
176,bg/4/24/,"['(sacrifices) simply meant for the satisfaction of Viṣṇu, or Kṛṣṇa. The more the activities of the material world are performed in Kṛṣṇa consciousness, or for Viṣṇu only, the more the atmosphere becomes spiritualized by complete absorption. The word brahma (Brahman) means “spiritual.” The Lord is spiritual, and the rays of His transcendental body are called brahma-jyotir, His spiritual effulgence. Everything that exists is situated in that brahma-jyotir, but when the jyotir is covered by illusion (māyā)']"
177,bg/4/25/,['None']
178,bg/4/26/,['None']
179,bg/4/27/,['None']
180,bg/4/28/,"['(July to October), he does not eat certain foods, does not eat twice in a day or does not leave home. Such sacrifice of the comforts of life is called tapomaya-yajña. There are still others who engage themselves in different kinds of mystic yogas like the Patañjali system (for merging into the existence of the Absolute), or haṭha-yoga or aṣṭāṅga-yoga (for particular perfections)']"
181,bg/4/29/,['(14.26)']
